Final Score Set,Total Count
"(135, 102)",3
"(134, 132)",3
"(87, 121)",3
"(120, 145)",3
"(89, 124)",3
"(120, 141)",3
"(121, 132)",3
"(120, 135)",3
"(127, 114)",3
"(134, 129)",3
"(134, 128)",3
"(134, 126)",3
"(76, 110)",3
"(90, 72)",3
"(76, 111)",3
"(132, 109)",3
"(118, 138)",3
"(103, 74)",3
"(76, 77)",3
"(84, 124)",3
"(123, 136)",3
"(75, 104)",3
"(75, 103)",3
"(131, 140)",3
"(93, 132)",3
"(77, 107)",3
"(133, 140)",3
"(129, 136)",3
"(121, 138)",3
"(94, 72)",3
"(70, 90)",3
"(116, 133)",3
"(116, 131)",3
"(126, 104)",3
"(106, 81)",3
"(126, 101)",3
"(127, 144)",3
"(127, 147)",3
"(67, 78)",3
"(77, 113)",3
"(126, 89)",3
"(67, 86)",3
"(67, 93)",3
"(103, 78)",3
"(84, 72)",3
"(84, 71)",3
"(66, 86)",3
"(75, 106)",3
"(105, 137)",3
"(138, 131)",3
"(76, 75)",3
"(118, 135)",3
"(123, 101)",3
"(126, 139)",3
"(64, 82)",3
"(138, 121)",3
"(92, 75)",3
"(86, 73)",3
"(86, 72)",3
"(86, 67)",3
"(135, 131)",3
"(135, 132)",3
"(85, 124)",3
"(85, 73)",3
"(85, 121)",3
"(132, 113)",3
"(118, 87)",3
"(85, 115)",3
"(132, 114)",3
"(117, 141)",3
"(132, 115)",3
"(103, 135)",3
"(123, 97)",3
"(93, 70)",3
"(123, 93)",3
"(85, 76)",3
"(70, 88)",3
"(95, 71)",3
"(88, 130)",3
"(81, 74)",3
"(71, 83)",3
"(98, 76)",3
"(71, 87)",3
"(71, 91)",3
"(124, 134)",3
"(125, 103)",3
"(71, 100)",3
"(71, 103)",3
"(98, 73)",3
"(128, 103)",3
"(140, 139)",3
"(128, 100)",3
"(125, 100)",3
"(81, 73)",3
"(100, 135)",3
"(79, 71)",3
"(100, 133)",3
"(71, 81)",3
"(81, 109)",3
"(130, 132)",3
"(74, 101)",3
"(133, 114)",3
"(73, 93)",3
"(80, 71)",3
"(74, 100)",3
"(130, 129)",3
"(97, 129)",3
"(80, 72)",3
"(78, 115)",3
"(97, 130)",3
"(111, 140)",3
"(111, 138)",3
"(100, 75)",3
"(74, 96)",3
"(74, 71)",3
"(122, 134)",3
"(140, 135)",3
"(99, 133)",3
"(79, 75)",3
"(72, 70)",3
"(110, 131)",3
"(131, 129)",3
"(108, 80)",3
"(131, 128)",3
"(131, 117)",3
"(108, 78)",3
"(131, 118)",3
"(72, 104)",3
"(111, 83)",3
"(72, 103)",3
"(125, 96)",3
"(97, 73)",3
"(122, 140)",3
"(72, 83)",3
"(72, 94)",3
"(131, 122)",3
"(110, 78)",3
"(98, 129)",3
"(110, 134)",3
"(131, 104)",3
"(74, 79)",3
"(132, 138)",3
"(109, 135)",3
"(109, 136)",3
"(111, 80)",3
"(130, 136)",3
"(100, 140)",3
"(131, 130)",3
"(109, 142)",3
"(109, 144)",3
"(80, 119)",3
"(110, 140)",3
"(108, 86)",3
"(107, 137)",3
"(110, 137)",3
"(112, 78)",3
"(140, 126)",3
"(137, 120)",3
"(124, 98)",3
"(136, 130)",3
"(137, 116)",3
"(70, 96)",3
"(109, 86)",3
"(100, 129)",3
"(108, 138)",3
"(139, 134)",3
"(81, 112)",3
"(141, 140)",3
"(79, 121)",3
"(131, 109)",3
"(131, 114)",3
"(81, 121)",3
"(82, 74)",3
"(109, 83)",3
"(88, 120)",2
"(124, 94)",2
"(103, 141)",2
"(109, 146)",2
"(79, 109)",2
"(138, 129)",2
"(124, 147)",2
"(135, 129)",2
"(86, 70)",2
"(124, 144)",2
"(65, 69)",2
"(73, 112)",2
"(86, 65)",2
"(132, 131)",2
"(131, 102)",2
"(135, 133)",2
"(110, 75)",2
"(132, 104)",2
"(135, 136)",2
"(100, 132)",2
"(138, 128)",2
"(138, 122)",2
"(64, 96)",2
"(137, 122)",2
"(135, 103)",2
"(132, 136)",2
"(121, 88)",2
"(134, 107)",2
"(128, 143)",2
"(92, 66)",2
"(121, 92)",2
"(92, 68)",2
"(76, 72)",2
"(80, 73)",2
"(127, 140)",2
"(126, 142)",2
"(126, 141)",2
"(126, 140)",2
"(137, 119)",2
"(126, 137)",2
"(109, 139)",2
"(138, 120)",2
"(64, 84)",2
"(64, 85)",2
"(126, 136)",2
"(137, 121)",2
"(88, 124)",2
"(64, 90)",2
"(88, 71)",2
"(85, 126)",2
"(80, 76)",2
"(110, 79)",2
"(65, 95)",2
"(134, 139)",2
"(72, 101)",2
"(88, 128)",2
"(65, 79)",2
"(146, 149)",2
"(72, 100)",2
"(93, 73)",2
"(65, 87)",2
"(99, 75)",2
"(65, 89)",2
"(101, 76)",2
"(105, 136)",2
"(133, 152)",2
"(72, 95)",2
"(135, 141)",2
"(73, 103)",2
"(85, 70)",2
"(85, 69)",2
"(88, 133)",2
"(85, 63)",2
"(135, 144)",2
"(105, 139)",2
"(135, 147)",2
"(66, 78)",2
"(65, 78)",2
"(123, 94)",2
"(118, 91)",2
"(92, 127)",2
"(135, 140)",2
"(103, 140)",2
"(100, 136)",2
"(101, 72)",2
"(75, 112)",2
"(118, 82)",2
"(85, 116)",2
"(108, 81)",2
"(88, 125)",2
"(103, 138)",2
"(75, 109)",2
"(110, 86)",2
"(73, 108)",2
"(132, 106)",2
"(73, 99)",2
"(123, 100)",2
"(117, 138)",2
"(73, 100)",2
"(99, 80)",2
"(117, 136)",2
"(100, 130)",2
"(56, 87)",2
"(99, 77)",2
"(99, 76)",2
"(108, 136)",2
"(118, 145)",2
"(135, 105)",2
"(91, 71)",2
"(109, 80)",2
"(90, 132)",2
"(89, 132)",2
"(89, 129)",2
"(129, 97)",2
"(77, 68)",2
"(89, 128)",2
"(129, 102)",2
"(73, 81)",2
"(73, 80)",2
"(129, 104)",2
"(77, 72)",2
"(134, 130)",2
"(119, 141)",2
"(139, 136)",2
"(76, 109)",2
"(119, 138)",2
"(73, 78)",2
"(89, 125)",2
"(119, 136)",2
"(119, 135)",2
"(120, 134)",2
"(74, 75)",2
"(73, 75)",2
"(124, 150)",2
"(120, 85)",2
"(73, 84)",2
"(100, 71)",2
"(132, 92)",2
"(135, 116)",2
"(128, 109)",2
"(87, 122)",2
"(124, 96)",2
"(80, 69)",2
"(87, 129)",2
"(105, 78)",2
"(61, 79)",2
"(135, 112)",2
"(127, 107)",2
"(76, 115)",2
"(90, 74)",2
"(109, 82)",2
"(90, 73)",2
"(124, 138)",2
"(124, 137)",2
"(137, 112)",2
"(90, 128)",2
"(134, 124)",2
"(134, 125)",2
"(73, 88)",2
"(120, 93)",2
"(138, 112)",2
"(124, 136)",2
"(124, 99)",2
"(91, 72)",2
"(118, 139)",2
"(77, 75)",2
"(129, 90)",2
"(124, 141)",2
"(132, 108)",2
"(91, 128)",2
"(89, 120)",2
"(91, 129)",2
"(72, 108)",2
"(125, 94)",2
"(99, 138)",2
"(99, 134)",2
"(72, 105)",2
"(119, 91)",2
"(129, 107)",2
"(91, 132)",2
"(108, 137)",2
"(134, 114)",2
"(134, 112)",2
"(91, 137)",2
"(134, 111)",2
"(76, 78)",2
"(118, 149)",2
"(127, 102)",2
"(134, 108)",2
"(118, 141)",2
"(118, 140)",2
"(104, 76)",2
"(54, 96)",2
"(86, 120)",2
"(86, 126)",2
"(77, 76)",2
"(139, 138)",2
"(91, 76)",2
"(127, 97)",2
"(139, 140)",2
"(128, 104)",2
"(120, 136)",2
"(135, 121)",2
"(135, 122)",2
"(120, 139)",2
"(86, 133)",2
"(137, 115)",2
"(86, 121)",2
"(66, 80)",2
"(63, 79)",2
"(125, 85)",2
"(86, 125)",2
"(127, 137)",2
"(132, 98)",2
"(108, 140)",2
"(122, 137)",2
"(135, 127)",2
"(148, 146)",2
"(125, 92)",2
"(140, 103)",2
"(97, 70)",2
"(131, 146)",2
"(137, 126)",2
"(98, 72)",2
"(133, 106)",2
"(69, 91)",2
"(139, 107)",2
"(78, 113)",2
"(133, 109)",2
"(78, 112)",2
"(78, 110)",2
"(122, 144)",2
"(102, 79)",2
"(106, 131)",2
"(114, 85)",2
"(106, 133)",2
"(114, 82)",2
"(130, 133)",2
"(114, 75)",2
"(113, 149)",2
"(95, 131)",2
"(95, 132)",2
"(95, 133)",2
"(112, 79)",2
"(113, 138)",2
"(112, 83)",2
"(137, 129)",2
"(112, 85)",2
"(74, 104)",2
"(106, 140)",2
"(123, 88)",2
"(96, 71)",2
"(69, 86)",2
"(69, 84)",2
"(81, 115)",2
"(138, 147)",2
"(122, 85)",2
"(114, 146)",2
"(95, 68)",2
"(114, 142)",2
"(71, 102)",2
"(114, 137)",2
"(133, 128)",2
"(139, 135)",2
"(71, 99)",2
"(95, 74)",2
"(75, 74)",2
"(138, 140)",2
"(95, 80)",2
"(140, 147)",2
"(136, 111)",2
"(71, 96)",2
"(124, 100)",2
"(68, 105)",2
"(79, 68)",2
"(81, 77)",2
"(78, 72)",2
"(78, 123)",2
"(78, 122)",2
"(78, 118)",2
"(69, 74)",2
"(71, 84)",2
"(142, 133)",2
"(69, 79)",2
"(69, 80)",2
"(133, 122)",2
"(81, 117)",2
"(140, 138)",2
"(82, 118)",2
"(107, 79)",2
"(101, 150)",2
"(123, 149)",2
"(113, 86)",2
"(113, 85)",2
"(70, 114)",2
"(113, 83)",2
"(82, 70)",2
"(141, 127)",2
"(101, 137)",2
"(82, 109)",2
"(82, 72)",2
"(133, 121)",2
"(130, 121)",2
"(74, 116)",2
"(141, 134)",2
"(141, 138)",2
"(101, 135)",2
"(112, 137)",2
"(97, 76)",2
"(76, 100)",2
"(112, 134)",2
"(96, 131)",2
"(97, 74)",2
"(70, 97)",2
"(96, 135)",2
"(70, 95)",2
"(70, 86)",2
"(141, 145)",2
"(136, 127)",2
"(82, 119)",2
"(81, 118)",2
"(123, 147)",2
"(69, 93)",2
"(131, 136)",2
"(69, 95)",2
"(102, 71)",2
"(81, 120)",2
"(69, 98)",2
"(69, 99)",2
"(69, 101)",2
"(132, 122)",2
"(131, 133)",2
"(142, 116)",2
"(83, 69)",2
"(136, 134)",2
"(74, 108)",2
"(107, 72)",2
"(70, 72)",2
"(136, 132)",2
"(70, 74)",2
"(70, 75)",2
"(83, 65)",2
"(70, 78)",2
"(71, 75)",2
"(70, 80)",2
"(107, 75)",2
"(125, 109)",2
"(136, 118)",2
"(131, 132)",2
"(107, 77)",2
"(136, 121)",2
"(140, 142)",2
"(133, 139)",2
"(84, 130)",2
"(107, 139)",2
"(77, 108)",2
"(94, 75)",2
"(77, 111)",2
"(126, 105)",2
"(133, 103)",2
"(98, 138)",2
"(66, 95)",2
"(126, 100)",2
"(126, 99)",2
"(126, 98)",2
"(144, 126)",2
"(98, 133)",2
"(126, 96)",2
"(126, 94)",2
"(116, 132)",2
"(126, 93)",2
"(126, 92)",2
"(107, 138)",2
"(127, 151)",2
"(77, 116)",2
"(80, 117)",2
"(67, 94)",2
"(77, 117)",2
"(67, 96)",2
"(103, 79)",2
"(124, 88)",2
"(116, 93)",2
"(103, 76)",2
"(125, 98)",2
"(125, 97)",2
"(103, 73)",2
"(99, 71)",2
"(66, 85)",2
"(72, 92)",2
"(84, 128)",2
"(123, 135)",2
"(105, 144)",2
"(133, 93)",2
"(84, 121)",2
"(84, 120)",2
"(84, 118)",2
"(105, 145)",2
"(131, 145)",2
"(117, 90)",2
"(117, 89)",2
"(72, 87)",2
"(107, 143)",2
"(125, 95)",2
"(133, 144)",2
"(72, 85)",2
"(93, 128)",2
"(131, 124)",2
"(106, 76)",2
"(133, 138)",2
"(123, 90)",2
"(140, 130)",2
"(133, 136)",2
"(94, 70)",2
"(116, 137)",2
"(94, 71)",2
"(116, 91)",2
"(110, 139)",2
"(116, 87)",2
"(128, 96)",2
"(68, 70)",2
"(68, 74)",2
"(128, 94)",2
"(111, 84)",2
"(68, 81)",2
"(80, 123)",2
"(68, 89)",2
"(80, 124)",2
"(136, 143)",2
"(124, 86)",2
"(81, 68)",2
"(79, 72)",2
"(68, 98)",2
"(68, 100)",2
"(67, 109)",2
"(78, 68)",2
"(94, 133)",2
"(94, 134)",2
"(94, 136)",2
"(71, 111)",2
"(138, 136)",2
"(133, 131)",2
"(78, 69)",2
"(115, 87)",2
"(95, 64)",2
"(128, 142)",2
"(140, 136)",2
"(115, 80)",2
"(67, 113)",2
"(143, 125)",2
"(102, 141)",2
"(130, 141)",2
"(121, 142)",2
"(121, 139)",2
"(115, 139)",2
"(122, 94)",2
"(107, 136)",2
"(123, 138)",2
"(115, 136)",2
"(129, 139)",2
"(132, 119)",2
"(84, 60)",2
"(111, 79)",2
"(123, 139)",2
"(130, 147)",2
"(67, 98)",2
"(111, 81)",2
"(136, 145)",2
"(102, 134)",2
"(143, 141)",2
"(116, 79)",2
"(116, 85)",2
"(143, 138)",2
"(122, 96)",2
"(128, 90)",1
"(128, 98)",1
"(127, 156)",1
"(127, 155)",1
"(127, 148)",1
"(128, 140)",1
"(127, 142)",1
"(128, 95)",1
"(128, 92)",1
"(128, 78)",1
"(128, 138)",1
"(53, 74)",1
"(128, 146)",1
"(142, 134)",1
"(142, 127)",1
"(142, 120)",1
"(142, 119)",1
"(142, 118)",1
"(142, 111)",1
"(142, 110)",1
"(142, 106)",1
"(142, 103)",1
"(142, 94)",1
"(141, 154)",1
"(141, 149)",1
"(141, 143)",1
"(141, 142)",1
"(141, 137)",1
"(141, 130)",1
"(141, 129)",1
"(141, 126)",1
"(141, 123)",1
"(141, 122)",1
"(142, 130)",1
"(142, 135)",1
"(138, 143)",1
"(142, 138)",1
"(143, 173)",1
"(143, 162)",1
"(143, 155)",1
"(143, 147)",1
"(143, 142)",1
"(143, 139)",1
"(143, 132)",1
"(143, 120)",1
"(143, 114)",1
"(143, 112)",1
"(143, 103)",1
"(143, 94)",1
"(142, 156)",1
"(142, 148)",1
"(142, 147)",1
"(142, 145)",1
"(142, 143)",1
"(142, 140)",1
"(142, 139)",1
"(141, 121)",1
"(141, 120)",1
"(141, 119)",1
"(141, 118)",1
"(139, 133)",1
"(139, 132)",1
"(139, 131)",1
"(139, 130)",1
"(139, 129)",1
"(139, 128)",1
"(139, 127)",1
"(139, 125)",1
"(139, 121)",1
"(139, 120)",1
"(139, 118)",1
"(139, 117)",1
"(139, 115)",1
"(139, 110)",1
"(139, 109)",1
"(139, 108)",1
"(139, 106)",1
"(139, 105)",1
"(139, 91)",1
"(139, 137)",1
"(139, 142)",1
"(139, 143)",1
"(140, 132)",1
"(141, 117)",1
"(141, 113)",1
"(141, 105)",1
"(140, 149)",1
"(140, 148)",1
"(140, 143)",1
"(140, 137)",1
"(140, 134)",1
"(140, 131)",1
"(139, 149)",1
"(140, 129)",1
"(140, 128)",1
"(140, 125)",1
"(140, 124)",1
"(140, 122)",1
"(140, 119)",1
"(140, 114)",1
"(140, 104)",1
"(144, 97)",1
"(144, 106)",1
"(144, 107)",1
"(148, 129)",1
"(152, 149)",1
"(152, 104)",1
"(152, 95)",1
"(151, 165)",1
"(151, 148)",1
"(151, 145)",1
"(151, 142)",1
"(151, 135)",1
"(151, 106)",1
"(150, 155)",1
"(150, 152)",1
"(150, 132)",1
"(150, 122)",1
"(149, 124)",1
"(149, 104)",1
"(148, 153)",1
"(148, 152)",1
"(148, 143)",1
"(148, 139)",1
"(153, 118)",1
"(153, 148)",1
"(153, 149)",1
"(156, 120)",1
"(168, 161)",1
"(166, 171)",1
"(162, 158)",1
"(161, 157)",1
"(159, 158)",1
"(156, 155)",1
"(156, 147)",1
"(156, 133)",1
"(155, 163)",1
"(153, 151)",1
"(155, 131)",1
"(154, 157)",1
"(154, 155)",1
"(154, 130)",1
"(154, 124)",1
"(154, 105)",1
"(153, 161)",1
"(153, 154)",1
"(148, 136)",1
"(148, 124)",1
"(144, 113)",1
"(148, 119)",1
"(145, 132)",1
"(145, 130)",1
"(145, 129)",1
"(145, 120)",1
"(145, 119)",1
"(145, 115)",1
"(144, 152)",1
"(144, 148)",1
"(144, 145)",1
"(144, 143)",1
"(144, 140)",1
"(144, 139)",1
"(144, 135)",1
"(144, 132)",1
"(144, 130)",1
"(144, 129)",1
"(144, 127)",1
"(144, 124)",1
"(144, 123)",1
"(145, 134)",1
"(145, 142)",1
"(145, 143)",1
"(147, 125)",1
"(148, 104)",1
"(147, 154)",1
"(147, 151)",1
"(147, 150)",1
"(147, 148)",1
"(147, 144)",1
"(147, 141)",1
"(147, 132)",1
"(147, 124)",1
"(145, 150)",1
"(147, 116)",1
"(147, 109)",1
"(146, 143)",1
"(146, 130)",1
"(146, 127)",1
"(146, 123)",1
"(146, 115)",1
"(145, 151)",1
"(138, 154)",1
"(138, 141)",1
"(128, 148)",1
"(132, 137)",1
"(132, 121)",1
"(132, 118)",1
"(132, 111)",1
"(132, 107)",1
"(132, 101)",1
"(132, 100)",1
"(132, 99)",1
"(132, 96)",1
"(132, 93)",1
"(131, 159)",1
"(131, 153)",1
"(131, 151)",1
"(131, 149)",1
"(131, 143)",1
"(131, 142)",1
"(131, 141)",1
"(131, 139)",1
"(131, 138)",1
"(131, 137)",1
"(132, 123)",1
"(132, 141)",1
"(138, 137)",1
"(132, 143)",1
"(133, 148)",1
"(133, 143)",1
"(133, 137)",1
"(133, 125)",1
"(133, 123)",1
"(133, 119)",1
"(133, 117)",1
"(133, 116)",1
"(133, 113)",1
"(133, 105)",1
"(133, 104)",1
"(133, 98)",1
"(133, 92)",1
"(133, 84)",1
"(133, 77)",1
"(132, 154)",1
"(132, 153)",1
"(132, 152)",1
"(132, 151)",1
"(131, 134)",1
"(131, 126)",1
"(131, 110)",1
"(131, 108)",1
"(129, 149)",1
"(129, 148)",1
"(129, 146)",1
"(129, 145)",1
"(129, 144)",1
"(129, 143)",1
"(129, 137)",1
"(129, 108)",1
"(129, 103)",1
"(129, 96)",1
"(129, 95)",1
"(129, 94)",1
"(129, 93)",1
"(129, 92)",1
"(129, 88)",1
"(129, 81)",1
"(128, 160)",1
"(128, 157)",1
"(128, 153)",1
"(129, 151)",1
"(129, 155)",1
"(130, 86)",1
"(130, 142)",1
"(131, 103)",1
"(131, 101)",1
"(131, 99)",1
"(131, 97)",1
"(131, 91)",1
"(130, 148)",1
"(130, 146)",1
"(130, 143)",1
"(130, 139)",1
"(130, 92)",1
"(130, 138)",1
"(130, 137)",1
"(130, 134)",1
"(130, 108)",1
"(130, 106)",1
"(130, 104)",1
"(130, 101)",1
"(130, 99)",1
"(133, 153)",1
"(133, 154)",1
"(133, 161)",1
"(136, 117)",1
"(137, 114)",1
"(137, 111)",1
"(137, 110)",1
"(137, 108)",1
"(137, 107)",1
"(137, 100)",1
"(137, 91)",1
"(136, 151)",1
"(136, 148)",1
"(136, 146)",1
"(136, 141)",1
"(136, 140)",1
"(136, 137)",1
"(136, 135)",1
"(136, 133)",1
"(136, 131)",1
"(136, 125)",1
"(136, 123)",1
"(136, 122)",1
"(137, 123)",1
"(137, 125)",1
"(137, 127)",1
"(138, 98)",1
"(138, 134)",1
"(138, 133)",1
"(138, 132)",1
"(138, 130)",1
"(138, 123)",1
"(138, 117)",1
"(138, 113)",1
"(138, 100)",1
"(138, 96)",1
"(137, 128)",1
"(138, 91)",1
"(137, 144)",1
"(137, 143)",1
"(137, 142)",1
"(137, 141)",1
"(137, 135)",1
"(137, 134)",1
"(137, 133)",1
"(136, 119)",1
"(136, 115)",1
"(134, 90)",1
"(136, 110)",1
"(134, 144)",1
"(134, 142)",1
"(134, 140)",1
"(134, 138)",1
"(134, 133)",1
"(134, 127)",1
"(134, 122)",1
"(134, 121)",1
"(134, 119)",1
"(134, 117)",1
"(134, 116)",1
"(134, 115)",1
"(134, 109)",1
"(134, 106)",1
"(134, 101)",1
"(134, 99)",1
"(134, 96)",1
"(134, 94)",1
"(134, 93)",1
"(134, 150)",1
"(135, 92)",1
"(135, 99)",1
"(135, 137)",1
"(136, 109)",1
"(136, 107)",1
"(136, 105)",1
"(136, 104)",1
"(136, 103)",1
"(136, 80)",1
"(135, 145)",1
"(135, 143)",1
"(135, 130)",1
"(135, 100)",1
"(135, 124)",1
"(135, 123)",1
"(135, 120)",1
"(135, 117)",1
"(135, 114)",1
"(135, 113)",1
"(135, 106)",1
"(135, 104)",1
"(133, 96)",1
"(104, 77)",1
"(127, 100)",1
"(72, 113)",1
"(77, 130)",1
"(77, 124)",1
"(77, 121)",1
"(77, 114)",1
"(77, 71)",1
"(77, 69)",1
"(77, 67)",1
"(77, 63)",1
"(77, 62)",1
"(76, 129)",1
"(76, 121)",1
"(76, 116)",1
"(76, 112)",1
"(76, 106)",1
"(76, 71)",1
"(76, 69)",1
"(76, 68)",1
"(76, 67)",1
"(76, 66)",1
"(78, 67)",1
"(78, 70)",1
"(78, 71)",1
"(79, 117)",1
"(80, 64)",1
"(79, 140)",1
"(79, 129)",1
"(79, 125)",1
"(79, 124)",1
"(79, 122)",1
"(79, 120)",1
"(79, 119)",1
"(79, 115)",1
"(78, 73)",1
"(79, 114)",1
"(79, 113)",1
"(79, 70)",1
"(79, 66)",1
"(78, 117)",1
"(78, 114)",1
"(78, 109)",1
"(78, 105)",1
"(76, 65)",1
"(76, 64)",1
"(75, 123)",1
"(73, 109)",1
"(74, 66)",1
"(74, 55)",1
"(73, 122)",1
"(73, 121)",1
"(73, 119)",1
"(73, 118)",1
"(73, 113)",1
"(73, 111)",1
"(73, 104)",1
"(74, 69)",1
"(73, 79)",1
"(73, 74)",1
"(73, 72)",1
"(73, 71)",1
"(73, 70)",1
"(73, 69)",1
"(73, 68)",1
"(73, 65)",1
"(74, 68)",1
"(74, 72)",1
"(75, 122)",1
"(75, 68)",1
"(75, 120)",1
"(75, 110)",1
"(75, 78)",1
"(75, 76)",1
"(75, 73)",1
"(75, 71)",1
"(75, 70)",1
"(75, 69)",1
"(75, 67)",1
"(74, 73)",1
"(75, 65)",1
"(74, 130)",1
"(74, 127)",1
"(74, 119)",1
"(74, 118)",1
"(74, 114)",1
"(74, 111)",1
"(74, 110)",1
"(80, 66)",1
"(80, 115)",1
"(80, 116)",1
"(87, 67)",1
"(87, 137)",1
"(87, 132)",1
"(87, 126)",1
"(87, 125)",1
"(87, 123)",1
"(87, 70)",1
"(87, 69)",1
"(87, 68)",1
"(87, 65)",1
"(87, 141)",1
"(86, 136)",1
"(86, 131)",1
"(86, 128)",1
"(86, 123)",1
"(86, 71)",1
"(86, 68)",1
"(86, 66)",1
"(85, 140)",1
"(87, 139)",1
"(88, 60)",1
"(85, 132)",1
"(89, 58)",1
"(89, 127)",1
"(89, 126)",1
"(89, 122)",1
"(89, 73)",1
"(89, 69)",1
"(89, 68)",1
"(89, 66)",1
"(89, 63)",1
"(88, 136)",1
"(88, 63)",1
"(88, 135)",1
"(88, 132)",1
"(88, 131)",1
"(88, 127)",1
"(88, 119)",1
"(88, 69)",1
"(88, 67)",1
"(88, 65)",1
"(85, 133)",1
"(85, 130)",1
"(80, 118)",1
"(81, 127)",1
"(82, 126)",1
"(82, 124)",1
"(82, 121)",1
"(82, 62)",1
"(82, 49)",1
"(81, 139)",1
"(81, 130)",1
"(81, 129)",1
"(81, 124)",1
"(82, 130)",1
"(81, 123)",1
"(81, 69)",1
"(81, 66)",1
"(81, 59)",1
"(80, 148)",1
"(80, 126)",1
"(80, 121)",1
"(80, 120)",1
"(82, 129)",1
"(82, 140)",1
"(85, 128)",1
"(84, 122)",1
"(85, 122)",1
"(85, 120)",1
"(85, 72)",1
"(85, 67)",1
"(85, 59)",1
"(84, 143)",1
"(84, 136)",1
"(84, 127)",1
"(84, 68)",1
"(83, 62)",1
"(84, 65)",1
"(84, 62)",1
"(84, 57)",1
"(83, 127)",1
"(83, 126)",1
"(83, 123)",1
"(83, 76)",1
"(83, 70)",1
"(73, 62)",1
"(72, 112)",1
"(90, 64)",1
"(72, 111)",1
"(65, 90)",1
"(65, 88)",1
"(65, 85)",1
"(65, 83)",1
"(65, 80)",1
"(65, 72)",1
"(65, 70)",1
"(64, 109)",1
"(64, 104)",1
"(64, 102)",1
"(64, 100)",1
"(64, 99)",1
"(64, 94)",1
"(64, 88)",1
"(64, 87)",1
"(64, 86)",1
"(64, 78)",1
"(64, 77)",1
"(64, 66)",1
"(65, 93)",1
"(65, 96)",1
"(65, 98)",1
"(66, 79)",1
"(66, 107)",1
"(66, 99)",1
"(66, 96)",1
"(66, 94)",1
"(66, 93)",1
"(66, 92)",1
"(66, 91)",1
"(66, 84)",1
"(66, 77)",1
"(65, 99)",1
"(66, 74)",1
"(66, 71)",1
"(66, 68)",1
"(66, 57)",1
"(65, 105)",1
"(65, 104)",1
"(65, 103)",1
"(65, 101)",1
"(63, 110)",1
"(63, 107)",1
"(63, 99)",1
"(59, 64)",1
"(60, 99)",1
"(60, 86)",1
"(60, 71)",1
"(60, 64)",1
"(59, 124)",1
"(59, 104)",1
"(59, 101)",1
"(59, 92)",1
"(58, 97)",1
"(61, 78)",1
"(58, 88)",1
"(58, 84)",1
"(58, 77)",1
"(57, 112)",1
"(56, 78)",1
"(56, 73)",1
"(56, 71)",1
"(56, 65)",1
"(61, 72)",1
"(61, 84)",1
"(63, 94)",1
"(63, 73)",1
"(63, 93)",1
"(63, 92)",1
"(63, 90)",1
"(63, 85)",1
"(63, 84)",1
"(63, 81)",1
"(63, 78)",1
"(63, 76)",1
"(62, 111)",1
"(61, 91)",1
"(62, 97)",1
"(62, 93)",1
"(62, 90)",1
"(62, 88)",1
"(62, 84)",1
"(62, 64)",1
"(61, 93)",1
"(61, 92)",1
"(66, 111)",1
"(67, 65)",1
"(67, 70)",1
"(70, 108)",1
"(71, 79)",1
"(71, 76)",1
"(71, 72)",1
"(71, 69)",1
"(71, 67)",1
"(71, 66)",1
"(70, 123)",1
"(70, 111)",1
"(70, 106)",1
"(71, 90)",1
"(70, 104)",1
"(70, 103)",1
"(70, 102)",1
"(70, 101)",1
"(70, 100)",1
"(70, 99)",1
"(70, 98)",1
"(70, 93)",1
"(71, 89)",1
"(71, 92)",1
"(70, 82)",1
"(72, 65)",1
"(72, 110)",1
"(72, 106)",1
"(72, 93)",1
"(72, 86)",1
"(72, 77)",1
"(72, 76)",1
"(72, 67)",1
"(72, 66)",1
"(71, 114)",1
"(71, 97)",1
"(71, 113)",1
"(71, 110)",1
"(71, 109)",1
"(71, 107)",1
"(71, 105)",1
"(71, 104)",1
"(71, 101)",1
"(71, 98)",1
"(70, 92)",1
"(70, 76)",1
"(67, 72)",1
"(67, 100)",1
"(68, 86)",1
"(68, 85)",1
"(68, 75)",1
"(68, 72)",1
"(67, 111)",1
"(67, 110)",1
"(67, 105)",1
"(67, 103)",1
"(67, 90)",1
"(68, 101)",1
"(67, 88)",1
"(67, 84)",1
"(67, 83)",1
"(67, 80)",1
"(67, 79)",1
"(67, 76)",1
"(67, 75)",1
"(67, 73)",1
"(68, 99)",1
"(68, 104)",1
"(69, 119)",1
"(69, 82)",1
"(69, 116)",1
"(69, 112)",1
"(69, 111)",1
"(69, 108)",1
"(69, 103)",1
"(69, 102)",1
"(69, 97)",1
"(69, 96)",1
"(69, 78)",1
"(68, 106)",1
"(69, 77)",1
"(69, 75)",1
"(69, 65)",1
"(68, 118)",1
"(68, 116)",1
"(68, 114)",1
"(68, 112)",1
"(68, 107)",1
"(89, 140)",1
"(90, 65)",1
"(127, 98)",1
"(110, 151)",1
"(116, 156)",1
"(116, 155)",1
"(116, 148)",1
"(116, 147)",1
"(116, 145)",1
"(116, 144)",1
"(116, 142)",1
"(116, 141)",1
"(115, 149)",1
"(115, 147)",1
"(115, 146)",1
"(115, 145)",1
"(115, 144)",1
"(115, 143)",1
"(115, 141)",1
"(115, 140)",1
"(115, 85)",1
"(115, 84)",1
"(115, 78)",1
"(116, 168)",1
"(117, 70)",1
